Index,Token,Location,Speaker,Listened Language,Token,Tag1,Tag2,Tag
3089,y,"Montréal, Québec",Jeff le coroner,French,y,Fr,,Fr
3090,a,"Montréal, Québec",Jeff le coroner,French,a,Fr,,Fr
3091,	PUN:cit	,"Montréal, Québec",Jeff le coroner,French, PUN:cit ,Fr,,Fr
3092,T,"Montréal, Québec",Jeff le coroner,French,T,Fr,,Fr
3093,	PUN:cit	,"Montréal, Québec",Jeff le coroner,French, PUN:cit ,Fr,,Fr
3094,et,"Montréal, Québec",Jeff le coroner,French,et,Fr,,Fr
3095,	PUN:cit	,"Montréal, Québec",Jeff le coroner,French, PUN:cit ,Fr,,Fr
3096,O,"Montréal, Québec",Jeff le coroner,French,O,Fr,,Fr
3097,	PUN:cit	,"Montréal, Québec",Jeff le coroner,French, PUN:cit ,Fr,,Fr
3098,",","Montréal, Québec",Jeff le coroner,French,,,Punct,Punct
3099,mais,"Montréal, Québec",Jeff le coroner,French,mais,Fr,,Fr
3100,c',"Montréal, Québec",Jeff le coroner,French,c',Fr,,Fr
3101,est,"Montréal, Québec",Jeff le coroner,French,est,Fr,,Fr
3102,le,"Montréal, Québec",Jeff le coroner,French,le,Fr,,Fr
3103,	PUN:cit	,"Montréal, Québec",Jeff le coroner,French, PUN:cit ,Fr,,Fr
3104,A,"Montréal, Québec",Jeff le coroner,French,A,Fr,,Fr
3105,	PUN:cit	,"Montréal, Québec",Jeff le coroner,French, PUN:cit ,Fr,,Fr
3106,que,"Montréal, Québec",Jeff le coroner,French,que,Fr,,Fr
3107,vous,"Montréal, Québec",Jeff le coroner,French,vous,Fr,,Fr
3108,dites,"Montréal, Québec",Jeff le coroner,French,dites,Fr,,Fr
3109,longtemps,"Montréal, Québec",Jeff le coroner,French,longtemps,Fr,,Fr
3110,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3111,Taaaattoo,"Montréal, Québec",Jeff le coroner,English,Taaaattoo,Fr,,Fr
3112,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3113,Pourquoi,"Montréal, Québec",Martin Ward,French,Pourquoi,NamedEnt,,NamedEnt
3114,il,"Montréal, Québec",Martin Ward,French,il,Fr,,Fr
3115,y,"Montréal, Québec",Martin Ward,French,y,Fr,,Fr
3116,a,"Montréal, Québec",Martin Ward,French,a,Fr,,Fr
3117,du,"Montréal, Québec",Martin Ward,French,du,Fr,,Fr
3118,sang,"Montréal, Québec",Martin Ward,French,sang,Fr,,Fr
3119,?,"Montréal, Québec",Martin Ward,French,?,Punct,,Punct
3120,S',"Montréal, Québec",David Bouchard,French,S',Fr,,Fr
3121,il,"Montréal, Québec",David Bouchard,French,il,Fr,,Fr
3122,est,"Montréal, Québec",David Bouchard,French,est,Fr,,Fr
3123,tombé,"Montréal, Québec",David Bouchard,French,tombé,Fr,,Fr
3124,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
3125,pieds,"Montréal, Québec",David Bouchard,French,pieds,Fr,,Fr
3126,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
3127,ça,"Montréal, Québec",David Bouchard,French,ça,Fr,,Fr
3128,a,"Montréal, Québec",David Bouchard,French,a,Fr,,Fr
3129,	PUN:cit	,"Montréal, Québec",David Bouchard,French, PUN:cit ,Fr,,Fr
3130,breaké,"Montréal, Québec",David Bouchard,French/English,breaké,Fr,,Fr
3131,	PUN:cit	,"Montréal, Québec",David Bouchard,French, PUN:cit ,Fr,,Fr
3132,sec,"Montréal, Québec",David Bouchard,French,sec,Fr,,Fr
3133,en,"Montréal, Québec",David Bouchard,French,en,Fr,,Fr
3134,hostie,"Montréal, Québec",David Bouchard,French,hostie,Fr,,Fr
3135,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
3136,Mais,"Montréal, Québec",David Bouchard,French,Mais,Fr,,Fr
3137,un,"Montréal, Québec",David Bouchard,French,un,Fr,,Fr
3138,tatou,"Montréal, Québec",David Bouchard,French,tatou,Fr,,Fr
3139,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
3140,Jeff,"Montréal, Québec",David Bouchard,French,Jeff,NamedEnt,,NamedEnt
3141,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
3142,ça,"Montréal, Québec",David Bouchard,French,ça,Fr,,Fr
3143,peut,"Montréal, Québec",David Bouchard,French,peut,Fr,,Fr
3144,prendre,"Montréal, Québec",David Bouchard,French,prendre,Fr,,Fr
3145,une,"Montréal, Québec",David Bouchard,French,une,Fr,,Fr
3146,dizaine,"Montréal, Québec",David Bouchard,French,dizaine,Fr,,Fr
3147,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
3148,jour,"Montréal, Québec",David Bouchard,French,jour,Fr,,Fr
3149,à,"Montréal, Québec",David Bouchard,French,à,Punct,,Punct
3150,cicatriser,"Montréal, Québec",David Bouchard,French,cicatriser,Fr,,Fr
3151,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
3152,Mais,"Montréal, Québec",Jeff le coroner,French,Mais,Fr,,Fr
3153,c',"Montréal, Québec",Jeff le coroner,French,c',Fr,,Fr
3154,est,"Montréal, Québec",Jeff le coroner,French,est,Fr,,Fr
3155,bien,"Montréal, Québec",Jeff le coroner,French,bien,Fr,,Fr
3156,plus,"Montréal, Québec",Jeff le coroner,French,plus,Fr,,Fr
3157,frais,"Montréal, Québec",Jeff le coroner,French,frais,Fr,,Fr
3158,que,"Montréal, Québec",Jeff le coroner,French,que,Fr,,Fr
3159,ça,"Montréal, Québec",Jeff le coroner,French,ça,Fr,,Fr
3160,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3161,Quelques,"Montréal, Québec",Jeff le coroner,French,Quelques,Fr,,Fr
3162,heures,"Montréal, Québec",Jeff le coroner,French,heures,Fr,,Fr
3163,à,"Montréal, Québec",Jeff le coroner,French,à,Punct,,Punct
3164,peine,"Montréal, Québec",Jeff le coroner,French,peine,Fr,,Fr
3165,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3166,Il,"Montréal, Québec",Jeff le coroner,French,Il,Fr,,Fr
3167,a,"Montréal, Québec",Jeff le coroner,French,a,Fr,,Fr
3168,pas,"Montréal, Québec",Jeff le coroner,French,pas,Fr,,Fr
3169,commencé,"Montréal, Québec",Jeff le coroner,French,commencé,Fr,,Fr
3170,à,"Montréal, Québec",Jeff le coroner,French,à,Punct,,Punct
3171,cicatriser,"Montréal, Québec",Jeff le coroner,French,cicatriser,Fr,,Fr
3172,pantoute,"Montréal, Québec",Jeff le coroner,French,pantoute,Fr,,Fr
3173,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3174,	PUN:cit	,"Montréal, Québec",Jeff le coroner,English, PUN:cit ,Fr,,Fr
3175,Pantutti,"Montréal, Québec",Jeff le coroner,English,Pantutti,Fr,,Fr
3176,	PUN:cit	,"Montréal, Québec",Jeff le coroner,English, PUN:cit ,Fr,,Fr
3177,for,"Montréal, Québec",Jeff le coroner,English,for,Eng,,Eng
3178,you,"Montréal, Québec",Jeff le coroner,English,you,Eng,,Eng
3179,0,"Montréal, Québec",Jeff le coroner,English,0,Punct,,Punct
3180,Mais,"Montréal, Québec",Martin Ward,French,Mais,Fr,,Fr
3181,pourquoi..,"Montréal, Québec",Martin Ward,French,pourquoi..,Fr,,Fr
3182,0,"Montréal, Québec",Martin Ward,French,0,Punct,,Punct
3183,cette,"Montréal, Québec",Jeff le coroner,French,cette,Fr,,Fr
3184,partie,"Montréal, Québec",Jeff le coroner,French,partie,Fr,,Fr
3185,du,"Montréal, Québec",Jeff le coroner,French,du,Fr,,Fr
3186,tatou,"Montréal, Québec",Jeff le coroner,French,tatou,Fr,,Fr
3187,saigne,"Montréal, Québec",Jeff le coroner,French,saigne,Fr,,Fr
3188,pas,"Montréal, Québec",Jeff le coroner,French,pas,Fr,,Fr
3189,?,"Montréal, Québec",Jeff le coroner,French,?,Punct,,Punct
3190,Le,"Montréal, Québec",David Bouchard,French,Le,Fr,,Fr
3191,gars,"Montréal, Québec",David Bouchard,French,gars,Fr,,Fr
3192,peut..,"Montréal, Québec",David Bouchard,French,peut..,Fr,,Fr
3193,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
3194,avoir,"Montréal, Québec",Jeff le coroner,French,avoir,Fr,,Fr
3195,commencé,"Montréal, Québec",Jeff le coroner,French,commencé,Fr,,Fr
3196,il,"Montréal, Québec",Jeff le coroner,French,il,Fr,,Fr
3197,y,"Montréal, Québec",Jeff le coroner,French,y,Fr,,Fr
3198,a,"Montréal, Québec",Jeff le coroner,French,a,Fr,,Fr
3199,deux,"Montréal, Québec",Jeff le coroner,French,deux,Fr,,Fr
3200,mois,"Montréal, Québec",Jeff le coroner,French,mois,Fr,,Fr
3201,et,"Montréal, Québec",Jeff le coroner,French,et,Fr,,Fr
3202,finir,"Montréal, Québec",Jeff le coroner,French,finir,Fr,,Fr
3203,aujourd'hui,"Montréal, Québec",Jeff le coroner,French,aujourd'hui,Fr,,Fr
3204,?,"Montréal, Québec",Jeff le coroner,French,?,Punct,,Punct
3205,Mauvaise,"Montréal, Québec",Jeff le coroner,French,Mauvaise,Fr,,Fr
3206,réponse,"Montréal, Québec",Jeff le coroner,French,réponse,Fr,,Fr
3207,!,"Montréal, Québec",Jeff le coroner,French,!,Punct,,Punct
3208,Droit,"Montréal, Québec",Jeff le coroner,French,Droit,Fr,,Fr
3209,de,"Montréal, Québec",Jeff le coroner,French,de,Fr,,Fr
3210,réplique,"Montréal, Québec",Jeff le coroner,French,réplique,Fr,,Fr
3211,de,"Montréal, Québec",Jeff le coroner,French,de,Fr,,Fr
3212,l',"Montréal, Québec",Jeff le coroner,French,l',Fr,,Fr
3213,Ontario,"Montréal, Québec",Jeff le coroner,French,Ontario,NamedEnt,,NamedEnt
3214,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3215,Trop,"Montréal, Québec",Jeff le coroner,French,Trop,Fr,,Fr
3216,long,"Montréal, Québec",Jeff le coroner,French,long,Fr,,Fr
3217,!,"Montréal, Québec",Jeff le coroner,French,!,Punct,,Punct
3218,C',"Montréal, Québec",Jeff le coroner,French,C',Fr,,Fr
3219,est,"Montréal, Québec",Jeff le coroner,French,est,Fr,,Fr
3220,plus,"Montréal, Québec",Jeff le coroner,French,plus,Fr,,Fr
3221,	PUN:cit	,"Montréal, Québec",Jeff le coroner,French, PUN:cit ,Fr,,Fr
3222,fucké,"Montréal, Québec",Jeff le coroner,French/English,fucké,Fr,,Fr
3223,	PUN:cit	,"Montréal, Québec",Jeff le coroner,French, PUN:cit ,Fr,,Fr
3224,que,"Montréal, Québec",Jeff le coroner,French,que,Fr,,Fr
3225,ça,"Montréal, Québec",Jeff le coroner,French,ça,Fr,,Fr
3226,",","Montréal, Québec",Jeff le coroner,French,,,Punct,Punct
3227,c',"Montréal, Québec",Jeff le coroner,French,c',Fr,,Fr
3228,est,"Montréal, Québec",Jeff le coroner,French,est,Fr,,Fr
3229,l',"Montréal, Québec",Jeff le coroner,French,l',Fr,,Fr
3230,inverse,"Montréal, Québec",Jeff le coroner,French,inverse,Fr,,Fr
3231,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3232,Le,"Montréal, Québec",Jeff le coroner,French,Le,Fr,,Fr
3233,bout,"Montréal, Québec",Jeff le coroner,French,bout,Fr,,Fr
3234,qui,"Montréal, Québec",Jeff le coroner,French,qui,Fr,,Fr
3235,saigne,"Montréal, Québec",Jeff le coroner,French,saigne,Fr,,Fr
3236,a,"Montréal, Québec",Jeff le coroner,French,a,Fr,,Fr
3237,été,"Montréal, Québec",Jeff le coroner,French,été,Fr,,Fr
3238,fait,"Montréal, Québec",Jeff le coroner,French,fait,Fr,,Fr
3239,avant,"Montréal, Québec",Jeff le coroner,French,avant,Fr,,Fr
3240,qu',"Montréal, Québec",Jeff le coroner,French,qu',Fr,,Fr
3241,il,"Montréal, Québec",Jeff le coroner,French,il,Fr,,Fr
3242,meure,"Montréal, Québec",Jeff le coroner,French,meure,Fr,,Fr
3243,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3244,La,"Montréal, Québec",Jeff le coroner,French,La,Fr,,Fr
3245,partie,"Montréal, Québec",Jeff le coroner,French,partie,Fr,,Fr
3246,qui,"Montréal, Québec",Jeff le coroner,French,qui,Fr,,Fr
3247,saigne,"Montréal, Québec",Jeff le coroner,French,saigne,Fr,,Fr
3248,pas,"Montréal, Québec",Jeff le coroner,French,pas,Fr,,Fr
3249,a,"Montréal, Québec",Jeff le coroner,French,a,Fr,,Fr
3250,été,"Montréal, Québec",Jeff le coroner,French,été,Fr,,Fr
3251,faite,"Montréal, Québec",Jeff le coroner,French,faite,Fr,,Fr
3252,après,"Montréal, Québec",Jeff le coroner,French,après,Fr,,Fr
3253,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3254,Ça,"Montréal, Québec",Jeff le coroner,French,Ça,Fr,,Fr
3255,se,"Montréal, Québec",Jeff le coroner,French,se,Fr,,Fr
3256,voit,"Montréal, Québec",Jeff le coroner,French,voit,Fr,,Fr
3257,à,"Montréal, Québec",Jeff le coroner,French,à,Punct,,Punct
3258,cause,"Montréal, Québec",Jeff le coroner,French,cause,Fr,,Fr
3259,de,"Montréal, Québec",Jeff le coroner,French,de,Fr,,Fr
3260,la,"Montréal, Québec",Jeff le coroner,French,la,Fr,,Fr
3261,pigmentation,"Montréal, Québec",Jeff le coroner,French,pigmentation,Fr,,Fr
3262,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3263,Il,"Montréal, Québec",Jeff le coroner,French,Il,Fr,,Fr
3264,était,"Montréal, Québec",Jeff le coroner,French,était,Fr,,Fr
3265,mort,"Montréal, Québec",Jeff le coroner,French,mort,Fr,,Fr
3266,avant,"Montréal, Québec",Jeff le coroner,French,avant,Fr,,Fr
3267,la,"Montréal, Québec",Jeff le coroner,French,la,Fr,,Fr
3268,chute,"Montréal, Québec",Jeff le coroner,French,chute,Fr,,Fr
3269,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3270,Et,"Montréal, Québec",Jeff le coroner,French,Et,Fr,,Fr
3271,c',"Montréal, Québec",Jeff le coroner,French,c',Fr,,Fr
3272,est,"Montréal, Québec",Jeff le coroner,French,est,Fr,,Fr
3273,là,"Montréal, Québec",Jeff le coroner,French,là,Fr,,Fr
3274,que,"Montréal, Québec",Jeff le coroner,French,que,Fr,,Fr
3275,j',"Montréal, Québec",Jeff le coroner,French,j',Fr,,Fr
3276,en,"Montréal, Québec",Jeff le coroner,French,en,Fr,,Fr
3277,arrive,"Montréal, Québec",Jeff le coroner,French,arrive,Fr,,Fr
3278,avec,"Montréal, Québec",Jeff le coroner,French,avec,Fr,,Fr
3279,ça,"Montréal, Québec",Jeff le coroner,French,ça,Fr,,Fr
3280,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3281,La,"Montréal, Québec",Jeff le coroner,French,La,Fr,,Fr
3282,coagulation,"Montréal, Québec",Jeff le coroner,French,coagulation,Fr,,Fr
3283,sanguine,"Montréal, Québec",Jeff le coroner,French,sanguine,Fr,,Fr
3284,de,"Montréal, Québec",Jeff le coroner,French,de,Fr,,Fr
3285,cette,"Montréal, Québec",Jeff le coroner,French,cette,Fr,,Fr
3286,blessure,"Montréal, Québec",Jeff le coroner,French,blessure,Fr,,Fr
3287,-là,"Montréal, Québec",Jeff le coroner,French,-là,Fr,,Fr
3288,correspond,"Montréal, Québec",Jeff le coroner,French,correspond,Fr,,Fr
3289,à,"Montréal, Québec",Jeff le coroner,French,à,Punct,,Punct
3290,celle,"Montréal, Québec",Jeff le coroner,French,celle,Fr,,Fr
3291,du,"Montréal, Québec",Jeff le coroner,French,du,Fr,,Fr
3292,taaattoo,"Montréal, Québec",Jeff le coroner,English,taaattoo,Fr,,Fr
3293,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3294,Les,"Montréal, Québec",Jeff le coroner,French,Les,Fr,,Fr
3295,blessures,"Montréal, Québec",Jeff le coroner,French,blessures,Fr,,Fr
3296,de,"Montréal, Québec",Jeff le coroner,French,de,Fr,,Fr
3297,la,"Montréal, Québec",Jeff le coroner,French,la,Fr,,Fr
3298,chute,"Montréal, Québec",Jeff le coroner,French,chute,Fr,,Fr
3299,sont,"Montréal, Québec",Jeff le coroner,French,sont,Fr,,Fr
3300,plus,"Montréal, Québec",Jeff le coroner,French,plus,Fr,,Fr
3301,récentes,"Montréal, Québec",Jeff le coroner,French,récentes,Fr,,Fr
3302,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3303,Les,"Montréal, Québec",Jeff le coroner,French,Les,Fr,,Fr
3304,patterns,"Montréal, Québec",Jeff le coroner,French,patterns,Eng,,Eng
3305,sont,"Montréal, Québec",Jeff le coroner,French,sont,Fr,,Fr
3306,pas,"Montréal, Québec",Jeff le coroner,French,pas,Fr,,Fr
3307,les,"Montréal, Québec",Jeff le coroner,French,les,Fr,,Fr
3308,mêmes,"Montréal, Québec",Jeff le coroner,French,mêmes,Fr,,Fr
3309,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3310,Ça,"Montréal, Québec",David Bouchard,French,Ça,Fr,,Fr
3311,fait,"Montréal, Québec",David Bouchard,French,fait,Fr,,Fr
3312,qu',"Montréal, Québec",David Bouchard,French,qu',Fr,,Fr
3313,il,"Montréal, Québec",David Bouchard,French,il,Fr,,Fr
3314,était,"Montréal, Québec",David Bouchard,French,était,Fr,,Fr
3315,mort,"Montréal, Québec",David Bouchard,French,mort,Fr,,Fr
3316,avant,"Montréal, Québec",David Bouchard,French,avant,Fr,,Fr
3317,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
3318,tomber,"Montréal, Québec",David Bouchard,French,tomber,Fr,,Fr
3319,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
3320,D'abord,"Montréal, Québec",David Bouchard,French,D'abord,Fr,,Fr
3321,pourquoi,"Montréal, Québec",David Bouchard,French,pourquoi,Fr,,Fr
3322,le,"Montréal, Québec",David Bouchard,French,le,Fr,,Fr
3323,tatou,"Montréal, Québec",David Bouchard,French,tatou,Fr,,Fr
3324,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
3325,Une,"Montréal, Québec",David Bouchard,French,Une,Fr,,Fr
3326,signature,"Montréal, Québec",David Bouchard,French,signature,Fr,,Fr
3327,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
3328,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
3329,Makes,"Montréal, Québec",Martin Ward,English,Makes,Eng,,Eng
3330,sense,"Montréal, Québec",Martin Ward,English,sense,Eng,,Eng
3331,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
3332,A,"Montréal, Québec",Martin Ward,English,A,Eng,,Eng
3333,tattoo,"Montréal, Québec",Martin Ward,English,tattoo,Eng,,Eng
3334,doesn't,"Montréal, Québec",Martin Ward,English,doesn't,Eng,,Eng
3335,fit,"Montréal, Québec",Martin Ward,English,fit,Eng,,Eng
3336,his,"Montréal, Québec",Martin Ward,English,his,Eng,,Eng
3337,character,"Montréal, Québec",Martin Ward,English,character,Eng,,Eng
3338,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
3339,You,"Montréal, Québec",Martin Ward,English,You,Eng,,Eng
3340,don't,"Montréal, Québec",Martin Ward,English,don't,Eng,,Eng
3341,wear,"Montréal, Québec",Martin Ward,English,wear,Eng,,Eng
3342,$,"Montréal, Québec",Martin Ward,English,$,Punct,,Punct
3343,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
3344,Armani,"Montréal, Québec",Martin Ward,English,Armani,Fr,,Fr
3345,suits,"Montréal, Québec",Martin Ward,English,suits,Eng,,Eng
3346,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
3347,get,"Montréal, Québec",Martin Ward,English,get,Eng,,Eng
3348,made,"Montréal, Québec",Martin Ward,English,made,Eng,,Eng
3349,a,"Montréal, Québec",Martin Ward,English,a,Eng,,Eng
3350,law,"Montréal, Québec",Martin Ward,English,law,Eng,,Eng
3351,partner,"Montréal, Québec",Martin Ward,English,partner,Eng,,Eng
3352,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
3353,go,"Montréal, Québec",Martin Ward,English,go,Eng,,Eng
3354,get,"Montréal, Québec",Martin Ward,English,get,Eng,,Eng
3355,a,"Montréal, Québec",Martin Ward,English,a,Eng,,Eng
3356,tattoo,"Montréal, Québec",Martin Ward,English,tattoo,Eng,,Eng
3357,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
3358,Pourquoi,"Montréal, Québec",David Bouchard,French,Pourquoi,Fr,,Fr
3359,pas,"Montréal, Québec",David Bouchard,French,pas,Fr,,Fr
3360,?,"Montréal, Québec",David Bouchard,French,?,Punct,,Punct
3361,Ça,"Montréal, Québec",Martin Ward,French,Ça,Fr,,Fr
3362,fait,"Montréal, Québec",Martin Ward,French,fait,Fr,,Fr
3363,pas,"Montréal, Québec",Martin Ward,French,pas,Fr,,Fr
3364,très,"Montréal, Québec",Martin Ward,French,très,Fr,,Fr
3365,classe,"Montréal, Québec",Martin Ward,French,classe,Fr,,Fr
3366,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3367,Angelina,"Montréal, Québec",Jeff le coroner,French,Angelina,Fr,,Fr
3368,Jolie,"Montréal, Québec",Jeff le coroner,French,Jolie,Fr,,Fr
3369,",","Montréal, Québec",Jeff le coroner,French,,,Punct,Punct
3370,elle,"Montréal, Québec",Jeff le coroner,French,elle,Fr,,Fr
3371,en,"Montréal, Québec",Jeff le coroner,French,en,Fr,,Fr
3372,a,"Montréal, Québec",Jeff le coroner,French,a,Fr,,Fr
3373,",","Montréal, Québec",Jeff le coroner,French,,,Punct,Punct
3374,des,"Montréal, Québec",Jeff le coroner,French,des,Fr,,Fr
3375,tatous,"Montréal, Québec",Jeff le coroner,French,tatous,Fr,,Fr
3376,0,"Montréal, Québec",Jeff le coroner,French,0,Punct,,Punct
3377,C',"Montréal, Québec",Martin Ward,French,C',Fr,,Fr
3378,est,"Montréal, Québec",Martin Ward,French,est,Fr,,Fr
3379,exactement,"Montréal, Québec",Martin Ward,French,exactement,Fr,,Fr
3380,ce,"Montréal, Québec",Martin Ward,French,ce,Fr,,Fr
3381,que,"Montréal, Québec",Martin Ward,French,que,Fr,,Fr
3382,je,"Montréal, Québec",Martin Ward,French,je,Fr,,Fr
3383,veux,"Montréal, Québec",Martin Ward,French,veux,Fr,,Fr
3384,dire,"Montréal, Québec",Martin Ward,French,dire,Fr,,Fr
3385,0,"Montréal, Québec",Martin Ward,French,0,Punct,,Punct
3386,Mais,"Montréal, Québec",Martin Ward,French,Mais,Fr,,Fr
3387,pourquoi,"Montréal, Québec",Martin Ward,French,pourquoi,Fr,,Fr
3388,une,"Montréal, Québec",Martin Ward,French,une,Fr,,Fr
3389,fleur,"Montréal, Québec",Martin Ward,French,fleur,Fr,,Fr
3390,de,"Montréal, Québec",Martin Ward,French,de,Fr,,Fr
3391,lys,"Montréal, Québec",Martin Ward,French,lys,Fr,,Fr
3392,avec,"Montréal, Québec",Martin Ward,French,avec,Fr,,Fr
3393,une,"Montréal, Québec",Martin Ward,French,une,Fr,,Fr
3394,balance,"Montréal, Québec",Martin Ward,French,balance,Fr,,Fr
3395,?,"Montréal, Québec",Martin Ward,French,?,Punct,,Punct
3396,Je,"Montréal, Québec",David Bouchard,French,Je,Fr,,Fr
3397,peux,"Montréal, Québec",David Bouchard,French,peux,Fr,,Fr
3398,te,"Montréal, Québec",David Bouchard,French,te,Fr,,Fr
3399,donner,"Montréal, Québec",David Bouchard,French,donner,Fr,,Fr
3400,raisons,"Montréal, Québec",David Bouchard,French,raisons,Fr,,Fr
3401,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
