Token,Tag
",Punct
por,Spn
hablarte,Spn
",Punct
buscarte,Spn
todos,Spn
los,Spn
días,Spn
without,Eng
fail,Eng
?,Punct
When,Eng
will,Eng
you,Eng
leave,Eng
me,Spn
alone,Eng
?,Punct
¿Por,Spn
qué,Spn
me,Spn
dejaste,Spn
?,Punct
VII,Spn
Tecolote,NamedEnt
Crónica,Spn
14,Spn
agosto,Spn
2003,Spn
Oaxaca,NamedEnt
",Punct
México,Spn
Para,NamedEnt
June,NamedEnt
A.,Spn
Chávez,NamedEnt
Silverman,NamedEnt
",Punct
in,Eng
memoriam,Eng
Mom,Eng
",Punct
el,Spn
día,Spn
que,Spn
descansaste,Spn
it,Eng
rained,Eng
here,Eng
en,Spn
México,Spn
.,Punct
En,Spn
Oaxaca,NamedEnt
",Punct
to,Eng
be,Eng
precise,Eng
.,Punct
No,Spn
precisamente,Spn
el,Spn
México,Spn
that,Eng
you,Eng
knew—creo,Eng
que,Spn
nunca,Spn
estuviste,Spn
this,Eng
far,Eng
south—pero,Eng
it,Eng
may,Eng
as,Eng
well,Eng
have,Eng
been,Eng
.,Punct
Because,Eng
",Punct
la,Spn
última,Spn
vez,Spn
que,Spn
volví,Spn
a,Spn
Guadalajara,NamedEnt
",Punct
in,Eng
1997,Spn
",Punct
para,Spn
celebrar,Spn
mi,Spn
ternura,Spn
",Punct
as,Eng
I,Eng
call,Eng
it,Eng
(,Punct
such,Eng
a,Spn
more,Eng
gorgeous,Eng
word,Eng
for,Eng
the,Eng
thing,Eng
than,Eng
the,Eng
real,Eng
word,Eng
for,Eng
“,Punct
tenure,Eng
",Punct
”,Punct
la,Spn
permanencia,Spn
.,Punct
No,Spn
",Punct
I,Eng
refuse,Eng
the,Eng
“,Punct
real,Eng
”,Punct
translation,Eng
.,Punct
I,Eng
prefer,Eng
la,Spn
ternura,Spn
.,Punct
Tenderness).—I,NamedEnt
know,Eng
",Punct
ya,Spn
sé,Spn
",Punct
mamá,Spn
.,Punct
It’s,Eng
not,Eng
the,Eng
real,Eng
word,Eng
for,Eng
it,Eng
and,Eng
I,Eng
should,Eng
speak,Eng
right,Eng
.,Punct
La,Spn
gente,Spn
va,Spn
a,Spn
creer,Spn
que,Spn
I,Eng
don’t,Spn
know,Eng
right,Eng
from,Eng
wrong,Eng
.,Punct
Pero,Spn
tú,Spn
ya,Spn
no,Spn
estás,Spn
para,Spn
retarme,Spn
",Punct
and,Eng
I’ve,Spn
always,Eng
done,Eng
my,Eng
own,Eng
thing,Eng
anyway,Eng
",Punct
que,Spn
no,Spn
?,Punct
Pero,Spn
anygüey,Spn
",Punct
as,Eng
I,Eng
was,Eng
saying,Eng
",Punct
the,Eng
last,Eng
time,Eng
I,Eng
was,Eng
in,Eng
Guadalajara,NamedEnt
",Punct
for,Eng
that,Eng
LASA,NamedEnt
conference,Eng
en,Spn
el,Spn
‘,Punct
97,Spn
",Punct
everything,Eng
had,Eng
changed,Eng
.,Punct
Pero,Spn
everything,Eng
.,Punct
Of,Eng
course,Eng
",Punct
uno,Spn
diría,Spn
.,Punct
Que,Spn
twenty,Eng
years,Eng
son,Spn
veinte,Spn
años,Spn
",Punct
y,Spn
toda,Spn
la,Spn
cosa,Spn
.,Punct
Even,Eng
so,Eng
",Punct
yo,Spn
buscaba,Spn
en46,Spn
Guadalajara,NamedEnt
el,Spn
México,Spn
que,Spn
tú,Spn
y,Spn
daddy,Eng
me,Spn
habían,Spn
dado,Spn
.,Punct
The,Eng
México,Spn
with,Eng
smashed,Eng
guayabas,Spn
releasing,Eng
that,Eng
rubber-sweet,Eng
",Punct
acrid,Eng
scent,Eng
into,Eng
the,Eng
pale,Spn
ochre,Spn
dirt,Eng
.,Punct
(,Punct
I,Eng
always,Eng
thought,Eng
that,Eng
dirt,Eng
was,Eng
so,Eng
red,Eng
",Punct
hasta,Spn
ver,Spn
la,Spn
tierra,Spn
colorada,Spn
de,Spn
Misiones,NamedEnt
province,Spn
",Punct
in,Eng
Argentina,NamedEnt
.,Punct
),Punct
The,Eng
México,Spn
of,Eng
dim,Spn
",Punct
indio-filled,Eng
markets—like,Eng
my,Eng
favorite,Eng
of,Eng
all,Eng
time,Eng
",Punct
el,Spn
Libertad,NamedEnt
en,Spn
downtown,Eng
Guadalajara,NamedEnt
—,Punct
sudor,Spn
",Punct
huarache-leather,Spn
and,Eng
wood-burning,Eng
tool,Eng
smells,Eng
",Punct
masa,Spn
harina,Spn
before,Eng
",Punct
during,Eng
and,Eng
after,Eng
cooking,Eng
",Punct
chiles,Spn
de,Spn
todo,Spn
tipo,Spn
",Punct
secos,Spn
y,Spn
frescos,Spn
",Punct
aguas,Spn
de,Spn
melón,Spn
",Punct
atole,Spn
",Punct
hanging,Eng
animal,Spn
guts,Eng
everywhere,Eng
",Punct
and,Eng
strange,Eng
",Punct
pale,Spn
",Punct
slimy,Eng
",Punct
hacked-open,Eng
frutas,Spn
we,Eng
used,Eng
to,Eng
sneak,Eng
huge,Eng
",Punct
liquid,Eng
gulping,Eng
bites,Eng
of,Eng
",Punct
con,Spn
mi,Spn
hermana,Spn
Sarita,NamedEnt
y,Spn
un,Spn
verano,Spn
",Punct
con,Spn
mi,Spn
primo,Spn
Carlitos,Spn
",Punct
even,Eng
though,Eng
you,Eng
expressly,Eng
forbade,Eng
us,Eng
to,Eng
.,Punct
You,Eng
forbid,Eng
us,Eng
from,Eng
eating,Eng
anything,Eng
from,Eng
street,Eng
vendors,Spn
and,Eng
no,Spn
way,Eng
del,Spn
Mercado—salty,Spn
",Punct
perfumed,Spn
pepino,Spn
y,Spn
mango,Spn
enchilado,Spn
al,Spn
limón,Spn
on,Eng
a,Spn
stick,Eng
",Punct
steamed,Eng
elotes,Spn
floating,Eng
in,Eng
admittedly,Eng
dicey-looking,Eng
water,Eng
in,Eng
rusty,Eng
vats—nothing,Eng
en,Spn
la,Spn
calle,Spn
.,Punct
Bueno,Spn
",Punct
that,Eng
México,Spn
.,Punct
El,Spn
de,Spn
los,Spn
shiny,Eng
",Punct
giant,Eng
metallic-green,Spn
mayates,Spn
we,Eng
used,Eng
to,Eng
tie,Eng
strings,Eng
to,Eng
and,Eng
they’d,Eng
buzz,Spn
in,Eng
enraged,Eng
circles,Eng
over,Eng
our,Eng
heads,Eng
.,Punct
El,Spn
de,Spn
los,Spn
roadside,Eng
fields,Eng
and,Eng
empty,Eng
lots,Eng
and,Eng
everywhere,Eng
you,Eng
looked,Eng
que,Spn
no,Spn
estuviera,Spn
edificado,Spn
you,Eng
could,Eng
see,Eng
esas,Spn
florcitas,Spn
pink,Eng
.,Punct
Those,Eng
caterpillar-fuzzy,Eng
",Punct
candycolored,Eng
plumes,Spn
we,Eng
used,Eng
to,Eng
slip,Eng
out,Eng
of,Eng
their,Eng
stiff,Eng
outer,Eng
stalk,Eng
and,Eng
take,Eng
home,Eng
to,Eng
you,Eng
",Punct
al,Spn
atardecer,Spn
",Punct
después,Spn
de,Spn
todo,Spn
el,Spn
día,Spn
estar,Spn
afuera,Spn
",Punct
montados,Spn
en,Spn
las,Spn
vacas,Spn
de,Spn
los,Spn
Gallegos,NamedEnt
",Punct
teasing,Eng
Nacho,NamedEnt
—,Punct
el,Spn
weirdo,Eng
teen,Eng
neighbor,Eng
we,Eng
used,Eng
to,Eng
think,Eng
was,Eng
like,Eng
un,Spn
Boo,NamedEnt
Radley,NamedEnt
tapatío—about,Eng
the,Eng
eternal,Spn
ringworm,Spn
on,Eng
his,Eng
cheek,Eng
",Punct
or,Eng
catching,Eng
salamanders,Eng
con,Spn
los,Spn
rich,Eng
López,NamedEnt
Moreno,NamedEnt
neighbor,Eng
boys,Eng
.,Punct
Miguel,NamedEnt
",Punct
el,Spn
impossibly,Eng
old,Eng
12,Spn
year,Eng
old,Eng
y,Spn
mi,Spn
novio,Spn
Alejandro,NamedEnt
",Punct
who,Eng
at,Eng
age,Eng
9,Punct
solemnly,Spn
asked,Eng
me,Spn
to,Eng
hold,Eng
his,Eng
watch,Eng
for,Eng
him,Eng
mientras,Spn
jugaba,Spn
al,Spn
fútbol,Spn
or,Eng
when,Eng
he,Eng
went,Eng
to,Eng
hacer,Spn
pis,Spn
behind,Eng
a,Spn
tree,Eng
.,Punct
Mami,Spn
",Punct
te,Spn
llevábamos,Spn
muchas,Spn
tardes,Spn
a,Spn
sweat-smashed,Eng
child’s,Eng
bouquet,Eng
de,Spn
esas,Spn
pinks,Eng
:,Punct
—,Punct
son,Spn
malas,Spn
hierbas,Spn
",Punct
nos,Spn
decías,Spn
.,Punct
They’re,Eng
just,Eng
weeds,Eng
",Punct
girls,Eng
!,Punct
Pues,Spn
ese,Spn
México,Spn
ya,Spn
no,Spn
existe,Spn
en,Spn
mi,Spn
Zapopan,NamedEnt
de,Spn
antaño,Eng
.,Punct
I,Eng
always,Eng
thought,Eng
we,Eng
lived,Eng
way,Eng
out,Eng
in,Eng
the,Eng
country,Eng
all,Eng
that,Eng
time,Eng
",Punct
growing,Eng
up,Eng
.,Punct
Pero,Spn
cuando,Spn
volví,Spn
en,Spn
el,Spn
‘,Punct
97,Spn
",Punct
it,Eng
had,Eng
stretched,Eng
and,Eng
morphed,Eng
into,Eng
just,Eng
another,Eng
Guadalajara,NamedEnt
suburb,Eng
",Punct
con,Spn
su,Spn
Blockbuster,NamedEnt
y,Spn
todo,Spn
.,Punct
Pero,Spn
ni,Spn
modo,Spn
",Punct
Mom,Eng
.,Punct
Porque,Spn
tu,Spn
México,Spn
sí,Spn
lo,Spn
encontré,Spn
:,Punct
en,Spn
Oaxaca,NamedEnt
.,Punct
Hot,Eng
",Punct
chapopote-scented,Eng
roads,Eng
as,Eng
you,Eng
ride,Eng
into,Eng
the,Eng
city,Eng
center,Eng
del,Spn
tiny,Eng
aeropuerto,Spn
.,Punct
Burros,Spn
ambulantes,Spn
y,Spn
green,Eng
mayates,Spn
galore,Eng
.,Punct
Those,Eng
enormous,Eng
",Punct
dizzying,Spn
",Punct
masa-,Spn
",Punct
rope-,Spn
",Punct
chile-,NamedEnt
and,Eng
entraña-smelling,Eng
mercados,Spn
you,Eng
only,Eng
used,Eng
to,Eng
let,Eng
us,Eng
go,Eng
to,Eng
once,Eng
in,Eng
a,Spn
blue,Eng
moon,Eng
",Punct
donde,Spn
nos,Spn
llevaba,Spn
Juana,NamedEnt
Delgado,NamedEnt
a,Spn
veces,Spn
.,Punct
Y,Spn
nos,Spn
traía,Spn
greasy,Eng
churros,Spn
she,Eng
bought,Eng
there,Eng
",Punct
en,Spn
el,Spn
Libertad,NamedEnt
",Punct
once,Eng
a,Spn
week,Eng
:,Punct
hot,Eng
",Punct
sugared,Eng
",Punct
fat,Eng
.,Punct
No,Spn
como,Spn
los,Spn
skinny,Eng
cold,Eng
ones,Eng
que,Spn
venden,Spn
en,Spn
el,Spn
San,NamedEnt
Diego,NamedEnt
Zoo,Spn
or,Eng
on,Eng
Olvera,NamedEnt
Street,Eng
y,Spn
les,Spn
dicen,Spn
“,Punct
churros,Spn
.,Punct
”,Punct
Oaxaca,NamedEnt
is,Eng
yourMéxico,Spn
",Punct
Mom,Eng
",Punct
aunque,Spn
nunca,Spn
fuiste,Spn
.,Punct
Even,Eng
down,Eng
to,Eng
the,Eng
rain,Eng
.,Punct
A,Spn
sudden,Eng
hush,Eng
",Punct
y,Spn
a,Spn
las,Spn
2:30,Spn
una,Spn
llovizna,Spn
como,Spn
lace,Eng
hairnet,Eng
cae,Spn
de,Spn
un,Spn
cielo,Spn
repentinamente,Spn
cerrado,Spn
en,Spn
nube,Spn
.,Punct
At,Eng
noon,Eng
",Punct
precisamente,Spn
(,Punct
las,Spn
10,Spn
",Punct
Califas,Spn
time,Eng
),Punct
",Punct
en,Spn
el,Spn
Mercado,Spn
Central,Eng
de,Spn
Abastos,Spn
",Punct
el,Spn
olor,Spn
a,Spn
nardos,Spn
me,Spn
arrebató,Spn
de,Spn
mí,Spn
misma,Spn
.,Punct
I,Eng
felt,Eng
no,Spn
center,Eng
",Punct
suddenly,Eng
",Punct
like,Eng
on,Eng
that,Eng
Boardwalk,NamedEnt
ride,Eng
cuando,Spn
el,Spn
centrifugal,Spn
force,Eng
smashes,Eng
and,Eng
holds,Eng
you,Eng
flat,Eng
against,Eng
the,Eng
metal,Eng
walls,Eng
y,Spn
de,Spn
repente,Spn
the,Eng
floor,Eng
falls,Eng
out,Eng
",Punct
cual,Spn
si,Spn
flotara,Spn
nomás,Spn
among,Eng
those,Eng
dim,Spn
market,Eng
stalls,Eng
",Punct
aware,Eng
only,Eng
of,Eng
the,Eng
overpowering,Eng
",Punct
lyrical,Eng
",Punct
death-pronóstico,Spn
scent,Eng
:,Punct
spikenard,Eng
",Punct
le,Spn
dicen,Spn
en,Spn
la,Spn
Biblia,NamedEnt
.,Punct
It’s,Eng
tuberose,Eng
.,Punct
Mi,Spn
perfume,Spn
predilecto,Spn
.,Punct
One,Eng
of,Eng
my,Eng
students,Eng
looked,Eng
it,Eng
up,Eng
for,Eng
me,Spn
en,Spn
el,Spn
Internido,Spn
",Punct
cuando,Spn
apareció,Spn
la,Spn
referencia,Spn
a,Spn
nardos,Spn
in,Eng
that,Eng
Lorca,NamedEnt
poem,Spn
",Punct
“,Punct
La,Spn
aurora,NamedEnt
.,Punct
”,Punct
La,Spn
Magdalena,NamedEnt
anointed,Eng
Christ’s,NamedEnt
feet,Eng
with,Eng
it,Eng
",Punct
fíjate,Spn
.,Punct
Suddenly,Eng
",Punct
todos,Spn
los,Spn
tecolotes,Spn
me,Spn
estaban,Spn
mirando,Spn
.,Punct
Huge,Eng
",Punct
hammered,Eng
tin,Spn
",Punct
mirror,Eng
owls,Eng
.,Punct
Teensy,Eng
",Punct
chillón,Spn
",Punct
carved,Eng
and,Eng
painted,Eng
",Punct
copal-wood,Spn
alebrije,Spn
owls,Eng
.,Punct
Super,Eng
rascuache,Spn
ceramic,Eng
buhos,Spn
for,Eng
the,Eng
gringo,Spn
tourists,Eng
.,Punct
Todos,Spn
me,Spn
clavaban,Spn
con,Spn
una,Spn
cierta,Spn
mirada,Spn
",Punct
y,Spn
era,Spn
tu,Spn
mirada.48,Spn
Mom,Eng
",Punct
how,Eng
is,Eng
it,Eng
that,Eng
only,Eng
today—al,Eng
mediodía,Spn
en,Spn
México,Spn
",Punct
a,Spn
las,Spn
10,Spn
de,Spn
la,Spn
mañana,Spn
Califas-time—caigo,Spn
?,Punct
I,Eng
remark,Eng
on,Eng
the,Eng
absolute,Eng
symmetry,Eng
",Punct
la,Spn
coincidencia,Spn
between,Eng
you,Eng
and,Eng
your,Eng
favorite,Eng
bird,Eng
.,Punct
But,Eng
wasit,Eng
even,Eng
your,Eng
favorite,Eng
bird,Eng
really,Eng
",Punct
el,Spn
tecolote,Spn
?,Punct
You,Eng
loved,Eng
all,Eng
birds,Eng
.,Punct
Oye,NamedEnt
Mom,Eng
",Punct
maybe,Eng
you,Eng
put,Eng
one,Eng
over,Eng
on,Eng
all,Eng
of,Eng
us—inescrutable,Spn
",Punct
reticente,Spn
",Punct
mysterious,Eng
and,Eng
unknowable,Spn
.,Punct
Representante,Spn
sine,Spn
qua,Eng
non,Eng
del,Spn
conocimiento,Spn
(,Punct
even,Eng
from,Eng
when,Eng
you,Eng
were,Eng
a,Spn
little,Eng
girl,Eng
",Punct
and,Eng
walked,Eng
all,Eng
the,Eng
way,Eng
to,Eng
school,Eng
under,Eng
the,Eng
blistering,Eng
Visalia,NamedEnt
sun,Eng
para,Spn
ahorrar,Spn
tu,Spn
dime,Spn
for,Eng
the,Eng
bus,Eng
so,Eng
you,Eng
could,Eng
save,Eng
up,Eng
for,Eng
books,Eng
and,Eng
pens,Eng
),Punct
",Punct
like,Eng
the,Eng
owl,Eng
itself,Eng
.,Punct
Capaz,Spn
you,Eng
just,Eng
let,Eng
everybody,Eng
keep,Eng
buying,Eng
you,Eng
esos,Spn
owly,Eng
trinkets,Eng
",Punct
big,Eng
",Punct
small,Eng
and,Eng
in-between,Eng
",Punct
recuerdos,Spn
de,Spn
todos,Spn
nuestrosviajes,Spn
when,Eng
you,Eng
couldn’t,Eng
travel,Eng
any,Eng
further,Eng
",Punct
anymore,Eng
",Punct
than,Eng
to,Eng
Jacques,NamedEnt
Pepin’s,NamedEnt
or,Eng
Julia,NamedEnt
Child’s,Eng
cocina,Spn
",Punct
Katherine,NamedEnt
Hepburn’s,NamedEnt
Africa,NamedEnt
.,Punct
¡Mamá,Spn
!,Punct
Tú,Spn
que,Spn
habías,Spn
sido,Spn
tan,Spn
viajera,Spn
",Punct
always,Eng
.,Punct
Y,Spn
tan,Spn
elegante,Spn
anfitriona,Spn
.,Punct
Tus,Spn
estantes,Spn
",Punct
rebosantes,Spn
de,Spn
owls,Eng
",Punct
would,Eng
greet,Eng
your,Eng
guests,Eng
and,Eng
visitors,Eng
(,Punct
cada,Spn
vez,Spn
menos,Spn
",Punct
hay,Spn
que,Spn
reconocerlo,Spn
",Punct
y,Spn
quizás,Spn
tú,Spn
así,Spn
lo,Spn
preferías,Spn
;,Punct
I’ll,Spn
never,Eng
know,Eng
),Punct
even,Eng
when,Eng
you,Eng
",Punct
recluída,Spn
en,Spn
el,Spn
cozy,Spn
den,Spn
que,Spn
vino,Spn
a,Spn
constituir,Spn
todo,Spn
tu,Spn
mundo,Spn
",Punct
ya,Spn
no,Spn
podías,Spn
saludarles,Spn
con,Spn
un,Spn
beso,Spn
at,Eng
the,Eng
top,Eng
of,Eng
the,Eng
stairs,Eng
",Punct
“,Punct
May,Eng
I,Eng
take,Eng
your,Eng
wrap,Eng
?,Punct
”,Punct
Con,Spn
tu,Spn
casquito,Spn
de,Spn
pelo,Spn
azabache,Spn
",Punct
your,Eng
Aztec,NamedEnt
cheekbones,Eng
and,Eng
milky,Eng
High-spanic,Eng
complexion,Eng
",Punct
your,Eng
burgundy,Eng
brocade,Eng
caftan,Spn
",Punct
enveloped,Eng
en,Spn
una,Spn
nube,Spn
de,Spn
“,Punct
L’Air,Spn
du,Spn
Temps,Spn
",Punct
”,Punct
bandeja,Spn
de,Spn
sizzling,Eng
homemade,Eng
cheesepuffs,Eng
extended,Eng
.,Punct
Brindabas,NamedEnt
todo,Spn
para,Spn
el,Spn
máximo,Spn
confort,Spn
de,Spn
tus,Spn
guests,Eng
",Punct
pero,Spn
cual,Spn
volcán,Spn
dormido,Spn
",Punct
like,Eng
a,Spn
TRUE,Eng
Scorpio,NamedEnt
",Punct
you,Eng
always,Eng
held,Eng
your,Eng
most,Eng
private,Eng
self,Eng
bien,Spn
close,Eng
to,Eng
the,Eng
vest,Spn
.,Punct
I’ve,Spn
seen,Eng
algunos,Spn
chinks,Spn
en,Spn
esa,Spn
armadura,Spn
",Punct
like,Eng
the,Eng
time,Eng
when,Eng
.,Punct
.,Punct
.,Punct
ay,Spn
",Punct
don’t,Spn
worry,Eng
",Punct
Mom,Eng
.,Punct
No,Spn
voy,Spn
a,Spn
hablar,Spn
de,Spn
eso,Spn
",Punct
I,Eng
promise,Eng
.,Punct
Al,Spn
volver,Spn
del,Spn
mercado,Spn
",Punct
“,Punct
Descansó,Spn
su,Spn
mamá,Spn
a,Spn
las,Spn
10,Spn
”,Punct
read,Eng
the,Eng
message,Eng
on,Eng
a,Spn
little,Eng
scrap,Eng
of,Eng
paper,Eng
que,Spn
me,Spn
dieron,Spn
en,Spn
la,Spn
Recepción,Spn
del,Spn
Hotel,Spn
Las,Spn
Golondrinas,NamedEnt
.,Punct
Así,Spn
supe,Spn
.,Punct
Pero,Spn
porque,Spn
te,Spn
presentí,Spn
tan,Spn
fuerte,Spn
en,Spn
los,Spn
owl-,Eng
and,Eng
nardosigns—tu,Spn
presencia,Spn
ghostly,Eng
yet,Eng
oddly,Eng
comforting—like,Eng
the,Eng
long,Eng
shadow,Eng
cast,Eng
just,Eng
after,Eng
dusk,Eng
",Punct
by,Eng
a,Spn
barn,Eng
owl,Eng
in,Eng
flight,Eng
over,Eng
the,Eng
abandoned,Spn
farm,Eng
buildings,Eng
en,Spn
el,Spn
campus,Eng
de,Spn
UCSC,NamedEnt
",Punct
where,Eng
you,Eng
lived,Eng
so,Eng
happily,Eng
",Punct
tan,Spn
en,Spn
tu,Spn
elemento,Spn
for,Eng
years—puedo,Eng
entender,Spn
",Punct
puedo,Spn
hasta,Spn
aceptar,Spn
que,Spn
yo,Spn
esté,Spn
aquí,Spn
en,Spn
México,Spn
",Punct
I,Eng
am,Eng
here,Eng
in,Eng
your,Eng
Mexico,NamedEnt
once,Eng
again,Eng
",Punct
y,Spn
tú,Spn
tan,Spn
del,Spn
otro,Spn
lado,Spn
",Punct
ahora,Spn
para,Spn
siempre,Spn
.,Punct
So,Eng
descansa,Spn
ahora,Spn
",Punct
Mom,Eng
.,Punct
Y,Spn
ahí,Spn
te,Spn
wacho,Eng
on,Eng
the,Eng
other,Eng
side.VIII,Eng
Route,NamedEnt
66,Spn
Crónica,Spn
19,Spn
septiembre,Spn
2001,Spn
Los,Spn
Angeles,Spn
For,Eng
Paul,NamedEnt
Saint-Amour,Eng
Stunned,NamedEnt
into,Eng
silence,Eng
.,Punct
¿Qué,Spn
se,Spn
puede,Spn
escribir,Spn
ahora,Spn
",Punct
in,Eng
the,Eng
wake,Eng
of,Eng
the,Eng
blast,Eng
del,Spn
11,Spn
de,Spn
septiembre,Spn
",Punct
esa,Spn
fecha,Spn
already,Eng
etched,Eng
into,Eng
my,Eng
conciencia,Spn
as,Eng
the,Eng
aniversario,Spn
of,Eng
Pinochet’s,NamedEnt
golpe,Spn
contra,Spn
Allende,NamedEnt
and,Eng
democracy,Eng
en,Spn
Chile,NamedEnt
?,Punct
Y,Spn
.,Punct
.,Punct
.,Punct
(,Punct
pausa,Spn
porteña,Spn
),Punct
no,Spn
.,Punct
Al,Spn
contrario,Spn
:,Punct
hayque,Spn
escribir,Spn
.,Punct
Besides,Eng
",Punct
I,Eng
am,Eng
beginning,Eng
to,Eng
discover,Eng
",Punct
desde,Spn
que,Spn
estoy,Spn
de,Spn
regreso,Spn
",Punct
here,Eng
",Punct
in,Eng
my,Eng
(,Punct
?,Punct
),Punct
Califaztlán,NamedEnt
:,Punct
I,Eng
can,Eng
write,Eng
anywhere,Eng
.,Punct
Adiós,Spn
fetiches,Spn
",Punct
que,Spn
only,Eng
with,Eng
that,Eng
perfect,Eng
pale,Spn
blue,Eng
",Punct
fuchsia-ink,Spn
",Punct
bevelled,Eng
felt-tip,Eng
pen,Eng
",Punct
in,Eng
a,Spn
black,Eng
and,Eng
red,Eng
",Punct
lined,Eng
",Punct
Chinese,NamedEnt
cuaderno,Spn
bought,Eng
at,Eng
Little,Eng
Ricky’s,NamedEnt
on,Eng
the,Eng
Lower,Eng
East,NamedEnt
Side,Eng
",Punct
que,Spn
sólo,Spn
on,Eng
the,Eng
30,Spn
Stockton,NamedEnt
bus,Eng
",Punct
careening,Eng
por,Spn
el,Spn
centro,Spn
de,Spn
San,NamedEnt
Francisco,NamedEnt
toward,Eng
Union,Eng
Square,NamedEnt
and,Eng
the,Eng
BART,NamedEnt
station,Eng
",Punct
or—a,Spn
more,Eng
recent,Eng
superstition—que,Spn
sólo,Spn
con,Spn
mi,Spn
vista,Spn
del,Spn
Jardín,Spn
Botánico,NamedEnt
en,Spn
Buenos,NamedEnt
Aires,NamedEnt
will,Eng
the,Eng
words,Eng
come,Eng
.,Punct
So,Eng
here,Eng
I,Eng
am,Eng
",Punct
gente,Spn
",Punct
dizque,Spn
back,Eng
home,Eng
",Punct
just,Eng
north,Eng
of,Eng
Route,NamedEnt
66—la,Spn
Foothill,NamedEnt
Blvd.—right,NamedEnt
on,Eng
the,Eng
easternmost,Eng
edge,Eng
del52,Spn
condado,Spn
de,Spn
Los,Spn
Angeles,Spn
",Punct
right,Eng
smack,Eng
on,Eng
the,Eng
edge,Eng
",Punct
también,Spn
",Punct
del,Spn
Evil—que,NamedEnt
digamos,Spn
",Punct
del,Spn
InlandEmpire,Eng
.,Punct
Yeah,NamedEnt
",Punct
back,Eng
home,Eng
in,Eng
the,Eng
detritus,Spn
de,Spn
las,Spn
refacciones,Spn
that,Eng
have,Eng
been,Eng
going,Eng
on,Eng
forever,Eng
",Punct
it,Eng
seems,Eng
",Punct
to,Eng
my,Eng
fire-sign,Eng
impaciencia,Spn
(,Punct
pero,Spn
en,Spn
realidad,Spn
it’s,Eng
been,Eng
apenitas,Spn
4,Punct
semanas,Spn
),Punct
.,Punct
Amidst,NamedEnt
the,Eng
cement,Eng
dust,Eng
from,Eng
the,Eng
“,Punct
pampa”pattern,Eng
ceramic,Eng
floor,Eng
tiles,Spn
manufactured,Eng
",Punct
te,Spn
lo,Spn
juro,Spn
",Punct
en,Spn
la,Spn
Fábrica,NamedEnt
San,NamedEnt
Lorenzo,NamedEnt
",Punct
just,Eng
outside,Eng
Buenos,NamedEnt
Aires,NamedEnt
pero,Spn
purchased,Eng
at,Eng
“,Punct
House,NamedEnt
2,Punct
Home,Eng
",Punct
”,Punct
right,Eng
here,Eng
en,Spn
el,Spn
Evil,Eng
Empire,Spn
!,Punct
Amidst,NamedEnt
the,Eng
stacks,Eng
of,Eng
boxes,Eng
",Punct
con,Spn
la,Spn
charla,Spn
y,Spn
la,Spn
boombox,Eng
de,Spn
los,Spn
albañiles,Spn
peruanos,Spn
",Punct
Elena,NamedEnt
",Punct
Manuel,NamedEnt
and,Eng
Marga,NamedEnt
",Punct
con,Spn
el,Spn
overpowering,Eng
smell,Eng
de,Spn
oilbased,Eng
pintura,Spn
",Punct
y,Spn
de,Spn
latex,Eng
",Punct
with,Eng
molduras,Spn
",Punct
toilet,Eng
parts,Eng
",Punct
bisagras,Spn
",Punct
paper,Eng
",Punct
plastic,Eng
sheeting,Eng
",Punct
rollers,Eng
scattered,Eng
everywhere,Eng
y,Spn
mis,Spn
libros,Spn
y,Spn
papeles,Spn
still,Eng
nowhere,Eng
in,Eng
sight,Eng
.,Punct
Good,Eng
thing,Eng
I,Eng
don’t,Spn
watch,Eng
TV,Eng
.,Punct
Pero,Spn
you,Eng
know,Eng
how,Eng
impressionable,Eng
I,Eng
am,Eng
!,Punct
Even,Eng
just,Eng
hearing,Eng
en,Spn
la,Spn
radio,Eng
about,Eng
those,Eng
people,Eng
que,Spn
saltaban,Spn
",Punct
flames,Spn
at,Eng
their,Eng
back,Eng
",Punct
al,Spn
vacío,Spn
from,Eng
the,Eng
50th,Spn
story,Eng
de,Spn
las,Spn
Twin,Eng
Torres,NamedEnt
and,Eng
it’s,Eng
seared,Eng
into,Eng
my,Eng
mind’s,Eng
eye/I,Eng
por,Spn
siempre,Spn
jamás,Spn
.,Punct
Just,Eng
like,Eng
the,Eng
time,Eng
I,Eng
read,Eng
",Punct
a,Spn
los,Spn
9,Punct
años,Spn
",Punct
ese,Spn
story,Eng
about,Eng
the,Eng
grizzly,Eng
bear,Eng
attack,Eng
en,Spn
Yellowstone,NamedEnt
en,Spn
un,Spn
old,Eng
Life,Eng
magazine—sin,Eng
fotos,Spn
siquiera—how,Spn
could,Eng
they,Eng
possibly,Eng
put,Eng
fotos,Spn
de,Spn
una,Spn
horrific,Eng
",Punct
enraged,Eng
",Punct
si,Spn
tan,Spn
sólo,Spn
maternalmente,Spn
motivated,Eng
mama,Spn
grizzly,Eng
que,Spn
",Punct
para,Spn
proteger,Spn
a,Spn
sus,Spn
cubs,Eng
",Punct
chased,Eng
a,Spn
esa,Spn
pobre,Spn
pendeja,Spn
gente,Spn
up,Eng
the,Eng
trees,Eng
",Punct
her,Eng
hot,Eng
",Punct
jadeante,Spn
breath,Eng
on,Eng
their,Eng
legs,Eng
and,Eng
then,Eng
",Punct
las,Spn
atroces,Spn
garras,Spn
y,Spn
fauces,Eng
grabbing,Eng
and,Eng
clawing,Eng
",Punct
